ref_name,rx_name,control_variant,variant,sample
Trinite21,CP_B.1.1.7_02,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,Wuhan-Hu-1,1
Faulkner21,CP_B.1.1.7_02,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_B.1.1.7_02,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Trinite21,CP_B.1.1.7_03,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,S:614G,1
Trinite21,CP_B.1.1.7_03,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,Wuhan-Hu-1,1
Faulkner21,CP_B.1.1.7_03,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_B.1.1.7_03,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Trinite21,CP_B.1.1.7_04,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,S:614G,1
Trinite21,CP_B.1.1.7_04,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,Wuhan-Hu-1,1
Faulkner21,CP_B.1.1.7_04,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_B.1.1.7_04,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Trinite21,CP_B.1.1.7_05,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,S:614G,1
Trinite21,CP_B.1.1.7_05,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,Wuhan-Hu-1,1
Faulkner21,CP_B.1.1.7_05,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_B.1.1.7_05,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Trinite21,CP_B.1.1.7_06,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,S:614G,1
Trinite21,CP_B.1.1.7_06,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,Wuhan-Hu-1,1
Faulkner21,CP_B.1.1.7_06,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_B.1.1.7_06,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Trinite21,CP_B.1.1.7_07,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,S:614G,1
Trinite21,CP_B.1.1.7_07,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,Wuhan-Hu-1,1
Faulkner21,CP_B.1.1.7_07,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_B.1.1.7_07,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Trinite21,CP_B.1.1.7_08,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,S:614G,1
Trinite21,CP_B.1.1.7_08,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,Wuhan-Hu-1,1
Faulkner21,CP_B.1.1.7_08,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_B.1.1.7_08,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Trinite21,CP_B.1.1.7_09,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,S:614G,1
Trinite21,CP_B.1.1.7_09,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,Wuhan-Hu-1,1
Faulkner21,CP_B.1.1.7_09,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_B.1.1.7_09,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Supasa21,CP_B.1.1.7_1,B.1.1.7 full genome,VIC,1
Brown21,CP_B.1.1.7_1,B.1.1.7 full genome_693400,IC19 full genome,1
Brown21,CP_B.1.1.7_10,B.1.1.7 Spike,S:614G,1
Supasa21,CP_B.1.1.7_10,B.1.1.7 full genome,VIC,1
Trinite21,CP_B.1.1.7_10,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,S:614G,1
Trinite21,CP_B.1.1.7_10,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,Wuhan-Hu-1,1
Faulkner21,CP_B.1.1.7_10,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_B.1.1.7_10,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Brown21,CP_B.1.1.7_11,B.1.1.7 Spike,S:614G,1
Supasa21,CP_B.1.1.7_11,B.1.1.7 full genome,VIC,1
Trinite21,CP_B.1.1.7_11,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,S:614G,1
Trinite21,CP_B.1.1.7_11,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,Wuhan-Hu-1,1
Faulkner21,CP_B.1.1.7_11,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_B.1.1.7_11,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Supasa21,CP_B.1.1.7_12,B.1.1.7 full genome,VIC,1
Trinite21,CP_B.1.1.7_12,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,S:614G,1
Trinite21,CP_B.1.1.7_12,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,Wuhan-Hu-1,1
Faulkner21,CP_B.1.1.7_12,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_B.1.1.7_12,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Supasa21,CP_B.1.1.7_13,B.1.1.7 full genome,VIC,1
Trinite21,CP_B.1.1.7_13,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,S:614G,1
Trinite21,CP_B.1.1.7_13,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,Wuhan-Hu-1,1
Faulkner21,CP_B.1.1.7_13,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_B.1.1.7_13,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_B.1.1.7_14,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_B.1.1.7_14,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_B.1.1.7_15,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_B.1.1.7_15,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_B.1.1.7_16,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_B.1.1.7_16,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_B.1.1.7_17,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_B.1.1.7_17,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_B.1.1.7_18,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_B.1.1.7_18,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_B.1.1.7_19,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_B.1.1.7_19,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Supasa21,CP_B.1.1.7_2,B.1.1.7 full genome,VIC,1
Brown21,CP_B.1.1.7_2,B.1.1.7 full genome_693400,IC19 full genome,1
Faulkner21,CP_B.1.1.7_20,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_B.1.1.7_20,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_B.1.1.7_21,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_B.1.1.7_21,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_B.1.1.7_22,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_B.1.1.7_22,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_B.1.1.7_23,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_B.1.1.7_23,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_B.1.1.7_24,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_B.1.1.7_24,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_B.1.1.7_25,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_B.1.1.7_25,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_B.1.1.7_26,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_B.1.1.7_26,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_B.1.1.7_27,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_B.1.1.7_27,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_B.1.1.7_28,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_B.1.1.7_28,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_B.1.1.7_29,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_B.1.1.7_29,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Supasa21,CP_B.1.1.7_3,B.1.1.7 full genome,VIC,1
Brown21,CP_B.1.1.7_3,B.1.1.7 full genome_693400,IC19 full genome,1
Supasa21,CP_B.1.1.7_4,B.1.1.7 full genome,VIC,1
Brown21,CP_B.1.1.7_4,B.1.1.7 full genome_693400,IC19 full genome,1
Supasa21,CP_B.1.1.7_5,B.1.1.7 full genome,VIC,1
Brown21,CP_B.1.1.7_5,B.1.1.7 full genome_693400,IC19 full genome,1
Supasa21,CP_B.1.1.7_6,B.1.1.7 full genome,VIC,1
Brown21,CP_B.1.1.7_6,B.1.1.7 full genome_693400,IC19 full genome,1
Supasa21,CP_B.1.1.7_7,B.1.1.7 full genome,VIC,1
Brown21,CP_B.1.1.7_7,B.1.1.7 full genome_693400,IC19 full genome,1
Supasa21,CP_B.1.1.7_8,B.1.1.7 full genome,VIC,1
Brown21,CP_B.1.1.7_8,B.1.1.7 full genome_693400,IC19 full genome,1
Brown21,CP_B.1.1.7_9,B.1.1.7 Spike,S:614G,1
Supasa21,CP_B.1.1.7_9,B.1.1.7 full genome,VIC,1
Zhang21c,CP_B.1.351,B.1.351 Spike:-18F-246I,B.1.1.298 Spike:+69del+70del,3
Zhang21c,CP_B.1.351,B.1.351 Spike:-18F-246I,B.1.1.318 Spike,3
Zhang21c,CP_B.1.351,B.1.351 Spike:-18F-246I,B.1.1.7 Spike:-144del+145del,3
Zhang21c,CP_B.1.351,B.1.351 Spike:-18F-246I,B.1.429 Spike,3
Zhang21c,CP_B.1.351,B.1.351 Spike:-18F-246I,B.1.525 Spike,3
Zhang21c,CP_B.1.351,B.1.351 Spike:-18F-246I,B.1.526 Spike,3
Zhang21c,CP_B.1.351,B.1.351 Spike:-18F-246I,B.1.526 v.2 Spike,3
Zhang21c,CP_B.1.351,B.1.351 Spike:-18F-246I,P.1 Spike,3
Zhang21c,CP_B.1.351,B.1.351 Spike:-18F-246I,P.2 Spike,3
Zhang21c,CP_B.1.351,B.1.351 Spike:-18F-246I,S:417N+614G,3
Zhang21c,CP_B.1.351,B.1.351 Spike:-18F-246I,S:417T+614G,3
Zhang21c,CP_B.1.351,B.1.351 Spike:-18F-246I,S:452R+614G,3
Zhang21c,CP_B.1.351,B.1.351 Spike:-18F-246I,S:453F+614G,3
Zhang21c,CP_B.1.351,B.1.351 Spike:-18F-246I,S:477N+614G,3
Zhang21c,CP_B.1.351,B.1.351 Spike:-18F-246I,S:484K+614G,3
Zhang21c,CP_B.1.351,B.1.351 Spike:-18F-246I,S:501Y+614G,3
Zhang21c,CP_B.1.351,B.1.351 Spike:-18F-246I,S:614G,3
Cele21,CP_B.1.351_01,hCoV-19/South Africa/KRISP-K005325/2020,hCoV-19/South Africa/KRISP-K002868/2020,1
Cele21,CP_B.1.351_02,hCoV-19/South Africa/KRISP-K005325/2020,hCoV-19/South Africa/KRISP-K002868/2020,1
Cele21,CP_B.1.351_03,hCoV-19/South Africa/KRISP-K005325/2020,hCoV-19/South Africa/KRISP-K002868/2020,1
Cele21,CP_B.1.351_04,hCoV-19/South Africa/KRISP-K005325/2020,hCoV-19/South Africa/KRISP-K002868/2020,1
Cele21,CP_B.1.351_05,hCoV-19/South Africa/KRISP-K005325/2020,hCoV-19/South Africa/KRISP-K002868/2020,1
Cele21,CP_B.1.351_06,hCoV-19/South Africa/KRISP-K005325/2020,hCoV-19/South Africa/KRISP-K002868/2020,1
Moyo-Gwete21,CP_B.1.351_1,B.1.351 Spike,S:614G,1
Moyo-Gwete21,CP_B.1.351_10,B.1.351 Spike,S:614G,1
Moyo-Gwete21,CP_B.1.351_11,B.1.351 Spike,S:614G,1
Moyo-Gwete21,CP_B.1.351_12,B.1.351 Spike,S:614G,1
Moyo-Gwete21,CP_B.1.351_13,B.1.351 Spike,S:614G,1
Moyo-Gwete21,CP_B.1.351_14,B.1.351 Spike,S:614G,1
Moyo-Gwete21,CP_B.1.351_15,B.1.351 Spike,S:614G,1
Moyo-Gwete21,CP_B.1.351_16,B.1.351 Spike,S:614G,1
Moyo-Gwete21,CP_B.1.351_17,B.1.351 Spike,S:614G,1
Moyo-Gwete21,CP_B.1.351_18,B.1.351 Spike,S:614G,1
Moyo-Gwete21,CP_B.1.351_19,B.1.351 Spike,S:614G,1
Moyo-Gwete21,CP_B.1.351_2,B.1.351 Spike,S:614G,1
Moyo-Gwete21,CP_B.1.351_20,B.1.351 Spike,S:614G,1
Moyo-Gwete21,CP_B.1.351_21,B.1.351 Spike,S:614G,1
Moyo-Gwete21,CP_B.1.351_22,B.1.351 Spike,S:614G,1
Moyo-Gwete21,CP_B.1.351_23,B.1.351 Spike,P.1 Spike,1
Moyo-Gwete21,CP_B.1.351_24,B.1.351 Spike,P.1 Spike,1
Moyo-Gwete21,CP_B.1.351_25,B.1.351 Spike,P.1 Spike,1
Moyo-Gwete21,CP_B.1.351_26,B.1.351 Spike,P.1 Spike,1
Moyo-Gwete21,CP_B.1.351_27,B.1.351 Spike,P.1 Spike,1
Moyo-Gwete21,CP_B.1.351_28,B.1.351 Spike,P.1 Spike,1
Moyo-Gwete21,CP_B.1.351_29,B.1.351 Spike,P.1 Spike,1
Moyo-Gwete21,CP_B.1.351_3,B.1.351 Spike,S:614G,1
Moyo-Gwete21,CP_B.1.351_30,B.1.351 Spike,P.1 Spike,1
Moyo-Gwete21,CP_B.1.351_31,B.1.351 Spike,P.1 Spike,1
Moyo-Gwete21,CP_B.1.351_32,B.1.351 Spike,P.1 Spike,1
Moyo-Gwete21,CP_B.1.351_4,B.1.351 Spike,S:614G,1
Moyo-Gwete21,CP_B.1.351_5,B.1.351 Spike,S:614G,1
Moyo-Gwete21,CP_B.1.351_6,B.1.351 Spike,S:614G,1
Moyo-Gwete21,CP_B.1.351_7,B.1.351 Spike,S:614G,1
Moyo-Gwete21,CP_B.1.351_8,B.1.351 Spike,S:614G,1
Moyo-Gwete21,CP_B.1.351_9,B.1.351 Spike,S:614G,1
Faulkner21,CP_D614G_01,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_D614G_01,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_D614G_01_M3,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_D614G_01_M3,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_D614G_02,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_D614G_02,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_D614G_02_M3,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_D614G_02_M3,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_D614G_03,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_D614G_03,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_D614G_03_M3,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_D614G_03_M3,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_D614G_04,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_D614G_04,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_D614G_04_M3,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_D614G_04_M3,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_D614G_05,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_D614G_05,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_D614G_05_M3,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_D614G_05_M3,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_D614G_06,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_D614G_06,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_D614G_06_M3,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_D614G_06_M3,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_D614G_07,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_D614G_07,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_D614G_07_M3,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_D614G_07_M3,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_D614G_08,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_D614G_08,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_D614G_08_M3,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_D614G_08_M3,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_D614G_09,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_D614G_09,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_D614G_09_M3,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_D614G_09_M3,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_D614G_10,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_D614G_10,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_D614G_10_M3,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_D614G_10_M3,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_D614G_11,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_D614G_11,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_D614G_11_M3,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_D614G_11_M3,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_D614G_12,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_D614G_12,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_D614G_12_M3,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_D614G_12_M3,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_D614G_13,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_D614G_13,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_D614G_13_M3,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_D614G_13_M3,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_D614G_14,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_D614G_14,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_D614G_14_M3,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_D614G_14_M3,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_D614G_15,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_D614G_15,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_D614G_15_M3,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_D614G_15_M3,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_D614G_16,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_D614G_16,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_D614G_16_M3,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_D614G_16_M3,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_D614G_17,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_D614G_17,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_D614G_17_M3,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_D614G_17_M3,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_D614G_Mild_01,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_D614G_Mild_01,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_D614G_Mild_02,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_D614G_Mild_02,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_D614G_Mild_03,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_D614G_Mild_03,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_D614G_Mild_04,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_D614G_Mild_04,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_D614G_Mild_05,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_D614G_Mild_05,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_D614G_Mild_06,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_D614G_Mild_06,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_D614G_Mild_07,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_D614G_Mild_07,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_D614G_Mild_08,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_D614G_Mild_08,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_D614G_Mild_09,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_D614G_Mild_09,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_D614G_Mild_10,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_D614G_Mild_10,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_D614G_Mild_11,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_D614G_Mild_11,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_D614G_Mild_12,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_D614G_Mild_12,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_D614G_Mild_13,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_D614G_Mild_13,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_D614G_Mild_14,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_D614G_Mild_14,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_D614G_Mild_15,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_D614G_Mild_15,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_D614G_Mild_16,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_D614G_Mild_16,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_D614G_Mild_17,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_D614G_Mild_17,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_D614G_Mild_18,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_D614G_Mild_18,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_D614G_Mild_19,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_D614G_Mild_19,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Faulkner21,CP_D614G_Mild_20,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_D614G_Mild_20,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Dupont21,CP_Fig2C_10_VP2,B.1.1.7 Spike,B.1.351 Spike,1
Dupont21,CP_Fig2C_10_VP2,B.1.1.7 Spike,P.1 Spike,1
Dupont21,CP_Fig2C_10_VP2,B.1.1.7 Spike,Wuhan-Hu-1,1
Dupont21,CP_Fig2C_10_VP2,B.1.351 Spike,B.1.1.7 Spike,1
Dupont21,CP_Fig2C_10_VP2,B.1.351 Spike,P.1 Spike,1
Dupont21,CP_Fig2C_10_VP2,B.1.351 Spike,Wuhan-Hu-1,1
Dupont21,CP_Fig2C_10_VP3,B.1.1.7 Spike,B.1.351 Spike,1
Dupont21,CP_Fig2C_10_VP3,B.1.1.7 Spike,P.1 Spike,1
Dupont21,CP_Fig2C_10_VP3,B.1.1.7 Spike,Wuhan-Hu-1,1
Dupont21,CP_Fig2C_10_VP3,B.1.351 Spike,B.1.1.7 Spike,1
Dupont21,CP_Fig2C_10_VP3,B.1.351 Spike,P.1 Spike,1
Dupont21,CP_Fig2C_10_VP3,B.1.351 Spike,Wuhan-Hu-1,1
Dupont21,CP_Fig2C_10_VP4,B.1.1.7 Spike,B.1.351 Spike,1
Dupont21,CP_Fig2C_10_VP4,B.1.1.7 Spike,P.1 Spike,1
Dupont21,CP_Fig2C_10_VP4,B.1.1.7 Spike,Wuhan-Hu-1,1
Dupont21,CP_Fig2C_10_VP4,B.1.351 Spike,B.1.1.7 Spike,1
Dupont21,CP_Fig2C_10_VP4,B.1.351 Spike,P.1 Spike,1
Dupont21,CP_Fig2C_10_VP4,B.1.351 Spike,Wuhan-Hu-1,1
Dupont21,CP_Fig2C_10_VP5,B.1.1.7 Spike,B.1.351 Spike,1
Dupont21,CP_Fig2C_10_VP5,B.1.1.7 Spike,P.1 Spike,1
Dupont21,CP_Fig2C_10_VP5,B.1.1.7 Spike,Wuhan-Hu-1,1
Dupont21,CP_Fig2C_10_VP5,B.1.351 Spike,B.1.1.7 Spike,1
Dupont21,CP_Fig2C_10_VP5,B.1.351 Spike,P.1 Spike,1
Dupont21,CP_Fig2C_10_VP5,B.1.351 Spike,Wuhan-Hu-1,1
Dupont21,CP_Fig2C_10_acute,B.1.1.7 Spike,B.1.351 Spike,1
